user_id,variant,timestamp,baseline_sessions,segment,clicks,impressions,bounce_rate
1687,control,2025-01-02 04:06:00,5,typical,3,22,0
1688,control,2025-01-02 04:07:00,8,power_searchers,1,17,0
1689,treatment,2025-01-02 04:08:00,6,typical,2,23,0
1690,treatment,2025-01-02 04:09:00,5,typical,4,23,0
1691,treatment,2025-01-02 04:10:00,4,typical,3,35,1
1692,treatment,2025-01-02 04:11:00,6,typical,0,18,0
1693,treatment,2025-01-02 04:12:00,4,typical,0,10,1
1694,control,2025-01-02 04:13:00,9,power_searchers,3,24,0
1695,control,2025-01-02 04:14:00,6,typical,1,21,0
1696,treatment,2025-01-02 04:15:00,9,power_searchers,0,22,0
1697,treatment,2025-01-02 04:16:00,2,light_searchers,2,12,1
1698,control,2025-01-02 04:17:00,11,power_searchers,2,22,0
1699,control,2025-01-02 04:18:00,5,typical,0,14,0
1700,control,2025-01-02 04:19:00,8,power_searchers,1,22,0
1701,treatment,2025-01-02 04:20:00,6,typical,4,27,0
1702,control,2025-01-02 04:21:00,10,power_searchers,5,25,0
1703,treatment,2025-01-02 04:22:00,8,power_searchers,4,23,0
1704,treatment,2025-01-02 04:23:00,7,power_searchers,0,18,0
1705,control,2025-01-02 04:24:00,2,light_searchers,2,17,0
1706,treatment,2025-01-02 04:25:00,6,typical,1,21,0
1707,treatment,2025-01-02 04:26:00,7,power_searchers,4,26,0
1708,control,2025-01-02 04:27:00,4,typical,0,22,0
1709,treatment,2025-01-02 04:28:00,6,typical,2,26,0
1710,treatment,2025-01-02 04:29:00,5,typical,1,15,0
1711,treatment,2025-01-02 04:30:00,6,typical,1,16,0
1712,control,2025-01-02 04:31:00,8,power_searchers,0,22,0
1713,control,2025-01-02 04:32:00,4,typical,3,17,0
1714,treatment,2025-01-02 04:33:00,8,power_searchers,1,17,0
1715,treatment,2025-01-02 04:34:00,4,typical,3,22,0
1716,treatment,2025-01-02 04:35:00,4,typical,1,22,0
1717,treatment,2025-01-02 04:36:00,5,typical,2,22,0
1718,control,2025-01-02 04:37:00,6,typical,3,31,0
1719,control,2025-01-02 04:38:00,4,typical,3,20,0
1720,treatment,2025-01-02 04:39:00,8,power_searchers,4,32,0
1721,control,2025-01-02 04:40:00,7,power_searchers,1,19,0
1722,treatment,2025-01-02 04:41:00,4,typical,1,21,0
1723,control,2025-01-02 04:42:00,8,power_searchers,2,23,0
1724,treatment,2025-01-02 04:43:00,14,power_searchers,3,23,0
1725,treatment,2025-01-02 04:44:00,6,typical,5,19,0
1726,treatment,2025-01-02 04:45:00,6,typical,1,18,0
1727,treatment,2025-01-02 04:46:00,8,power_searchers,4,30,1
1728,control,2025-01-02 04:47:00,4,typical,1,14,1
1729,treatment,2025-01-02 04:48:00,6,typical,1,24,0
1730,treatment,2025-01-02 04:49:00,5,typical,0,16,1
1731,control,2025-01-02 04:50:00,4,typical,2,24,0
1732,treatment,2025-01-02 04:51:00,9,power_searchers,3,24,0
1733,control,2025-01-02 04:52:00,3,light_searchers,2,15,1
1734,control,2025-01-02 04:53:00,9,power_searchers,0,30,0
1735,treatment,2025-01-02 04:54:00,7,power_searchers,2,21,0
1736,treatment,2025-01-02 04:55:00,8,power_searchers,3,19,0
1737,treatment,2025-01-02 04:56:00,11,power_searchers,1,31,0
1738,control,2025-01-02 04:57:00,3,light_searchers,4,22,0
1739,treatment,2025-01-02 04:58:00,4,typical,1,19,0
1740,control,2025-01-02 04:59:00,6,typical,1,14,0
1741,treatment,2025-01-02 05:00:00,6,typical,2,22,0
1742,control,2025-01-02 05:01:00,4,typical,0,24,0
1743,treatment,2025-01-02 05:02:00,5,typical,1,15,0
1744,treatment,2025-01-02 05:03:00,10,power_searchers,3,27,0
1745,control,2025-01-02 05:04:00,10,power_searchers,2,19,1
1746,treatment,2025-01-02 05:05:00,8,power_searchers,4,33,0
1747,treatment,2025-01-02 05:06:00,4,typical,1,16,0
1748,control,2025-01-02 05:07:00,3,light_searchers,3,18,0
1749,control,2025-01-02 05:08:00,3,light_searchers,2,18,0
1750,treatment,2025-01-02 05:09:00,7,power_searchers,6,27,1
1751,control,2025-01-02 05:10:00,5,typical,1,21,0
1752,treatment,2025-01-02 05:11:00,8,power_searchers,1,18,0
1753,control,2025-01-02 05:12:00,6,typical,1,10,1
1754,control,2025-01-02 05:13:00,4,typical,3,19,0
1755,treatment,2025-01-02 05:14:00,10,power_searchers,1,22,0
1756,treatment,2025-01-02 05:15:00,2,light_searchers,1,23,0
1757,control,2025-01-02 05:16:00,2,light_searchers,2,25,0
1758,treatment,2025-01-02 05:17:00,8,power_searchers,1,20,0
1759,treatment,2025-01-02 05:18:00,8,power_searchers,0,23,0
1760,treatment,2025-01-02 05:19:00,8,power_searchers,3,27,0
1761,treatment,2025-01-02 05:20:00,11,power_searchers,5,30,0
1762,control,2025-01-02 05:21:00,5,typical,2,24,0
1763,treatment,2025-01-02 05:22:00,10,power_searchers,3,21,0
1764,treatment,2025-01-02 05:23:00,8,power_searchers,7,26,0
1765,treatment,2025-01-02 05:24:00,10,power_searchers,1,24,0
1766,control,2025-01-02 05:25:00,5,typical,3,22,0
1767,treatment,2025-01-02 05:26:00,5,typical,1,15,0
1768,treatment,2025-01-02 05:27:00,3,light_searchers,2,20,0
1769,control,2025-01-02 05:28:00,3,light_searchers,1,24,0
1770,control,2025-01-02 05:29:00,6,typical,4,14,0
1771,control,2025-01-02 05:30:00,7,power_searchers,1,21,0
1772,control,2025-01-02 05:31:00,4,typical,1,24,0
1773,control,2025-01-02 05:32:00,6,typical,3,20,0
1774,control,2025-01-02 05:33:00,11,power_searchers,2,21,0
1775,control,2025-01-02 05:34:00,5,typical,3,16,0
1776,treatment,2025-01-02 05:35:00,6,typical,3,20,0
1777,control,2025-01-02 05:36:00,7,power_searchers,2,26,0
1778,control,2025-01-02 05:37:00,10,power_searchers,2,21,0
1779,control,2025-01-02 05:38:00,2,light_searchers,0,20,0
1780,control,2025-01-02 05:39:00,6,typical,2,19,0
1781,control,2025-01-02 05:40:00,8,power_searchers,3,22,0
1782,treatment,2025-01-02 05:41:00,4,typical,3,21,0
1783,treatment,2025-01-02 05:42:00,3,light_searchers,2,18,0
1784,treatment,2025-01-02 05:43:00,4,typical,4,24,0
1785,control,2025-01-02 05:44:00,7,power_searchers,2,21,0
1786,treatment,2025-01-02 05:45:00,3,light_searchers,2,28,1
1787,treatment,2025-01-02 05:46:00,3,light_searchers,3,19,0
1788,control,2025-01-02 05:47:00,5,typical,0,18,0
1789,control,2025-01-02 05:48:00,5,typical,0,17,0
1790,control,2025-01-02 05:49:00,5,typical,4,24,0
1791,treatment,2025-01-02 05:50:00,4,typical,1,15,0
1792,control,2025-01-02 05:51:00,2,light_searchers,3,29,0
1793,control,2025-01-02 05:52:00,7,power_searchers,0,17,0
1794,treatment,2025-01-02 05:53:00,3,light_searchers,3,22,0
1795,control,2025-01-02 05:54:00,4,typical,2,21,0
1796,control,2025-01-02 05:55:00,6,typical,0,21,0
1797,treatment,2025-01-02 05:56:00,9,power_searchers,2,18,0
1798,treatment,2025-01-02 05:57:00,7,power_searchers,1,23,0
1799,treatment,2025-01-02 05:58:00,6,typical,3,20,0
1800,treatment,2025-01-02 05:59:00,6,typical,1,19,0
1801,treatment,2025-01-02 06:00:00,6,typical,2,21,0
1802,control,2025-01-02 06:01:00,6,typical,3,23,0
1803,control,2025-01-02 06:02:00,10,power_searchers,4,27,0
1804,control,2025-01-02 06:03:00,2,light_searchers,1,20,0
1805,control,2025-01-02 06:04:00,3,light_searchers,1,21,0
1806,treatment,2025-01-02 06:05:00,4,typical,0,17,0
1807,treatment,2025-01-02 06:06:00,4,typical,3,13,0
1808,control,2025-01-02 06:07:00,11,power_searchers,1,28,0
1809,treatment,2025-01-02 06:08:00,2,light_searchers,1,16,0
1810,treatment,2025-01-02 06:09:00,9,power_searchers,1,22,0
1811,control,2025-01-02 06:10:00,8,power_searchers,2,13,0
1812,control,2025-01-02 06:11:00,6,typical,3,21,1
1813,control,2025-01-02 06:12:00,3,light_searchers,2,19,0
1814,treatment,2025-01-02 06:13:00,4,typical,1,17,0
1815,control,2025-01-02 06:14:00,5,typical,1,19,1
1816,treatment,2025-01-02 06:15:00,9,power_searchers,4,24,0
1817,control,2025-01-02 06:16:00,6,typical,1,23,0
1818,control,2025-01-02 06:17:00,6,typical,3,20,0
1819,control,2025-01-02 06:18:00,5,typical,2,21,1
1820,control,2025-01-02 06:19:00,3,light_searchers,3,20,0
1821,control,2025-01-02 06:20:00,4,typical,2,11,0
1822,control,2025-01-02 06:21:00,5,typical,2,19,0
1823,treatment,2025-01-02 06:22:00,3,light_searchers,1,19,0
1824,control,2025-01-02 06:23:00,4,typical,1,14,0
1825,control,2025-01-02 06:24:00,2,light_searchers,0,21,0
1826,treatment,2025-01-02 06:25:00,5,typical,3,15,0
1827,control,2025-01-02 06:26:00,7,power_searchers,3,21,0
1828,treatment,2025-01-02 06:27:00,9,power_searchers,4,28,0
1829,treatment,2025-01-02 06:28:00,6,typical,1,23,0
1830,treatment,2025-01-02 06:29:00,12,power_searchers,6,20,0
1831,treatment,2025-01-02 06:30:00,6,typical,3,25,0
1832,control,2025-01-02 06:31:00,6,typical,3,21,0
1833,control,2025-01-02 06:32:00,6,typical,1,22,0
1834,treatment,2025-01-02 06:33:00,4,typical,0,16,0
1835,control,2025-01-02 06:34:00,9,power_searchers,2,25,0
1836,control,2025-01-02 06:35:00,10,power_searchers,3,21,0
1837,control,2025-01-02 06:36:00,6,typical,0,21,0
1838,treatment,2025-01-02 06:37:00,3,light_searchers,3,17,0
1839,treatment,2025-01-02 06:38:00,4,typical,1,22,0
1840,control,2025-01-02 06:39:00,2,light_searchers,2,16,0
1841,control,2025-01-02 06:40:00,10,power_searchers,2,21,1
1842,control,2025-01-02 06:41:00,9,power_searchers,1,23,1
1843,treatment,2025-01-02 06:42:00,6,typical,4,28,0
1844,treatment,2025-01-02 06:43:00,5,typical,1,20,0
1845,treatment,2025-01-02 06:44:00,7,power_searchers,2,21,0
1846,treatment,2025-01-02 06:45:00,6,typical,4,29,1
1847,control,2025-01-02 06:46:00,7,power_searchers,4,21,1
1848,control,2025-01-02 06:47:00,4,typical,4,22,0
1849,control,2025-01-02 06:48:00,2,light_searchers,0,17,1
1850,treatment,2025-01-02 06:49:00,4,typical,2,16,0
1851,treatment,2025-01-02 06:50:00,6,typical,1,15,0
1852,treatment,2025-01-02 06:51:00,8,power_searchers,2,19,0
1853,control,2025-01-02 06:52:00,8,power_searchers,2,22,0
1854,treatment,2025-01-02 06:53:00,4,typical,1,17,0
1855,control,2025-01-02 06:54:00,9,power_searchers,0,22,0
1856,treatment,2025-01-02 06:55:00,8,power_searchers,1,27,0
1857,control,2025-01-02 06:56:00,4,typical,0,13,0
1858,treatment,2025-01-02 06:57:00,6,typical,3,15,0
1859,treatment,2025-01-02 06:58:00,2,light_searchers,0,13,0
1860,treatment,2025-01-02 06:59:00,5,typical,2,18,0
1861,treatment,2025-01-02 07:00:00,1,light_searchers,2,14,0
1862,control,2025-01-02 07:01:00,7,power_searchers,1,22,0
1863,control,2025-01-02 07:02:00,7,power_searchers,3,32,0
1864,treatment,2025-01-02 07:03:00,5,typical,1,27,0
1865,control,2025-01-02 07:04:00,9,power_searchers,1,20,0
1866,control,2025-01-02 07:05:00,4,typical,1,24,0
1867,treatment,2025-01-02 07:06:00,6,typical,0,16,0
1868,control,2025-01-02 07:07:00,7,power_searchers,2,16,0
1869,control,2025-01-02 07:08:00,9,power_searchers,0,15,0
1870,control,2025-01-02 07:09:00,4,typical,0,22,0
1871,control,2025-01-02 07:10:00,7,power_searchers,3,22,0
1872,control,2025-01-02 07:11:00,3,light_searchers,0,20,0
1873,treatment,2025-01-02 07:12:00,7,power_searchers,1,19,0
1874,control,2025-01-02 07:13:00,3,light_searchers,1,20,0
1875,treatment,2025-01-02 07:14:00,8,power_searchers,6,20,0
1876,treatment,2025-01-02 07:15:00,4,typical,0,23,0
1877,control,2025-01-02 07:16:00,5,typical,2,15,0
1878,treatment,2025-01-02 07:17:00,3,light_searchers,2,22,0
1879,treatment,2025-01-02 07:18:00,4,typical,4,23,0
1880,control,2025-01-02 07:19:00,12,power_searchers,0,26,0
1881,control,2025-01-02 07:20:00,7,power_searchers,2,25,0
1882,control,2025-01-02 07:21:00,8,power_searchers,4,23,1
1883,control,2025-01-02 07:22:00,4,typical,3,14,0
1884,control,2025-01-02 07:23:00,3,light_searchers,1,10,0
1885,treatment,2025-01-02 07:24:00,4,typical,1,12,0
1886,treatment,2025-01-02 07:25:00,6,typical,3,21,0
1887,control,2025-01-02 07:26:00,5,typical,1,18,0
1888,control,2025-01-02 07:27:00,6,typical,2,6,0
1889,treatment,2025-01-02 07:28:00,10,power_searchers,1,19,0
1890,treatment,2025-01-02 07:29:00,4,typical,2,13,0
1891,treatment,2025-01-02 07:30:00,6,typical,3,27,0
1892,control,2025-01-02 07:31:00,11,power_searchers,3,26,0
1893,treatment,2025-01-02 07:32:00,9,power_searchers,1,29,0
1894,treatment,2025-01-02 07:33:00,7,power_searchers,1,19,0
1895,control,2025-01-02 07:34:00,6,typical,0,18,1
1896,control,2025-01-02 07:35:00,6,typical,1,12,0
1897,treatment,2025-01-02 07:36:00,8,power_searchers,6,22,0
1898,control,2025-01-02 07:37:00,5,typical,1,22,0
1899,treatment,2025-01-02 07:38:00,6,typical,4,21,0
1900,treatment,2025-01-02 07:39:00,5,typical,2,17,0
1901,treatment,2025-01-02 07:40:00,5,typical,1,14,1
1902,treatment,2025-01-02 07:41:00,4,typical,1,15,0
1903,control,2025-01-02 07:42:00,6,typical,0,16,0
1904,treatment,2025-01-02 07:43:00,5,typical,3,26,0
1905,control,2025-01-02 07:44:00,4,typical,3,18,0
1906,control,2025-01-02 07:45:00,9,power_searchers,3,17,0
1907,treatment,2025-01-02 07:46:00,7,power_searchers,4,30,0
1908,control,2025-01-02 07:47:00,7,power_searchers,3,18,0
1909,control,2025-01-02 07:48:00,2,light_searchers,1,13,0
1910,control,2025-01-02 07:49:00,7,power_searchers,4,26,0
1911,control,2025-01-02 07:50:00,7,power_searchers,1,23,0
1912,treatment,2025-01-02 07:51:00,4,typical,1,17,0
1913,control,2025-01-02 07:52:00,3,light_searchers,1,26,0
1914,treatment,2025-01-02 07:53:00,3,light_searchers,1,19,0
1915,control,2025-01-02 07:54:00,3,light_searchers,2,15,1
1916,control,2025-01-02 07:55:00,6,typical,1,24,0
1917,treatment,2025-01-02 07:56:00,4,typical,2,19,0
1918,control,2025-01-02 07:57:00,9,power_searchers,5,23,0
1919,control,2025-01-02 07:58:00,9,power_searchers,2,25,0
1920,control,2025-01-02 07:59:00,5,typical,1,22,0
1921,control,2025-01-02 08:00:00,6,typical,6,23,0
1922,treatment,2025-01-02 08:01:00,4,typical,1,16,0
1923,treatment,2025-01-02 08:02:00,4,typical,4,21,0
1924,treatment,2025-01-02 08:03:00,4,typical,2,22,0
1925,control,2025-01-02 08:04:00,8,power_searchers,2,19,0
1926,control,2025-01-02 08:05:00,5,typical,0,12,0
1927,control,2025-01-02 08:06:00,6,typical,4,26,0
1928,control,2025-01-02 08:07:00,9,power_searchers,1,19,0
1929,control,2025-01-02 08:08:00,4,typical,2,24,0
1930,control,2025-01-02 08:09:00,7,power_searchers,2,31,0
1931,treatment,2025-01-02 08:10:00,6,typical,2,23,0
1932,control,2025-01-02 08:11:00,6,typical,6,19,0
1933,treatment,2025-01-02 08:12:00,2,light_searchers,0,19,0
1934,control,2025-01-02 08:13:00,3,light_searchers,1,22,0
1935,treatment,2025-01-02 08:14:00,9,power_searchers,4,21,0
1936,control,2025-01-02 08:15:00,7,power_searchers,3,23,0
1937,treatment,2025-01-02 08:16:00,6,typical,3,20,0
1938,control,2025-01-02 08:17:00,10,power_searchers,3,25,0
1939,treatment,2025-01-02 08:18:00,3,light_searchers,1,25,0
1940,treatment,2025-01-02 08:19:00,8,power_searchers,0,26,1
1941,treatment,2025-01-02 08:20:00,3,light_searchers,0,17,0
1942,treatment,2025-01-02 08:21:00,6,typical,2,15,0
1943,control,2025-01-02 08:22:00,5,typical,3,26,0
1944,control,2025-01-02 08:23:00,4,typical,1,16,0
1945,treatment,2025-01-02 08:24:00,4,typical,1,15,0
1946,treatment,2025-01-02 08:25:00,7,power_searchers,2,25,0
1947,treatment,2025-01-02 08:26:00,4,typical,1,21,0
1948,treatment,2025-01-02 08:27:00,4,typical,1,16,0
1949,control,2025-01-02 08:28:00,5,typical,1,21,0
1950,treatment,2025-01-02 08:29:00,4,typical,1,24,0
1951,control,2025-01-02 08:30:00,5,typical,5,18,0
1952,control,2025-01-02 08:31:00,7,power_searchers,2,27,0
1953,control,2025-01-02 08:32:00,8,power_searchers,2,15,0
1954,control,2025-01-02 08:33:00,5,typical,1,25,0
1955,treatment,2025-01-02 08:34:00,4,typical,0,21,0
1956,control,2025-01-02 08:35:00,7,power_searchers,1,13,0
1957,control,2025-01-02 08:36:00,7,power_searchers,3,17,0
1958,treatment,2025-01-02 08:37:00,5,typical,1,18,0
1959,control,2025-01-02 08:38:00,6,typical,1,24,0
1960,treatment,2025-01-02 08:39:00,8,power_searchers,3,37,0
1961,control,2025-01-02 08:40:00,10,power_searchers,1,26,0
1962,control,2025-01-02 08:41:00,6,typical,1,13,0
1963,treatment,2025-01-02 08:42:00,5,typical,0,16,0
1964,treatment,2025-01-02 08:43:00,5,typical,0,19,0
1965,control,2025-01-02 08:44:00,3,light_searchers,0,20,0
1966,control,2025-01-02 08:45:00,4,typical,0,16,0
1967,treatment,2025-01-02 08:46:00,5,typical,1,16,0
1968,control,2025-01-02 08:47:00,4,typical,2,13,0
1969,control,2025-01-02 08:48:00,8,power_searchers,6,21,0
1970,control,2025-01-02 08:49:00,4,typical,1,13,0
1971,treatment,2025-01-02 08:50:00,7,power_searchers,3,16,1
1972,treatment,2025-01-02 08:51:00,4,typical,2,23,1
1973,control,2025-01-02 08:52:00,10,power_searchers,4,24,0
1974,treatment,2025-01-02 08:53:00,7,power_searchers,3,37,1
1975,control,2025-01-02 08:54:00,8,power_searchers,2,29,0
1976,treatment,2025-01-02 08:55:00,7,power_searchers,2,27,0
1977,treatment,2025-01-02 08:56:00,7,power_searchers,2,28,0
1978,control,2025-01-02 08:57:00,6,typical,3,16,0
1979,treatment,2025-01-02 08:58:00,3,light_searchers,1,18,0
1980,control,2025-01-02 08:59:00,3,light_searchers,1,14,1
1981,control,2025-01-02 09:00:00,9,power_searchers,3,22,0
1982,treatment,2025-01-02 09:01:00,7,power_searchers,1,19,0
1983,treatment,2025-01-02 09:02:00,8,power_searchers,2,25,0
1984,control,2025-01-02 09:03:00,8,power_searchers,4,19,0
1985,treatment,2025-01-02 09:04:00,5,typical,4,20,0
1986,treatment,2025-01-02 09:05:00,6,typical,4,27,0
1987,control,2025-01-02 09:06:00,6,typical,1,20,0
1988,treatment,2025-01-02 09:07:00,7,power_searchers,5,25,0
1989,control,2025-01-02 09:08:00,9,power_searchers,1,24,1
1990,treatment,2025-01-02 09:09:00,7,power_searchers,2,18,0
1991,control,2025-01-02 09:10:00,5,typical,2,22,0
1992,control,2025-01-02 09:11:00,9,power_searchers,1,21,0
1993,treatment,2025-01-02 09:12:00,8,power_searchers,3,21,0
1994,treatment,2025-01-02 09:13:00,2,light_searchers,0,13,1
1995,treatment,2025-01-02 09:14:00,6,typical,4,24,0
1996,treatment,2025-01-02 09:15:00,8,power_searchers,1,24,0
1997,treatment,2025-01-02 09:16:00,9,power_searchers,1,28,0
1998,treatment,2025-01-02 09:17:00,8,power_searchers,2,28,0
1999,control,2025-01-02 09:18:00,7,power_searchers,3,25,0
2000,treatment,2025-01-02 09:19:00,3,light_searchers,2,16,0
2001,control,2025-01-02 09:20:00,8,power_searchers,4,25,0
2002,treatment,2025-01-02 09:21:00,3,light_searchers,1,18,1
2003,treatment,2025-01-02 09:22:00,7,power_searchers,4,31,0
2004,control,2025-01-02 09:23:00,6,typical,1,17,0
2005,control,2025-01-02 09:24:00,4,typical,1,24,1
2006,control,2025-01-02 09:25:00,5,typical,0,17,0
2007,treatment,2025-01-02 09:26:00,6,typical,0,12,0
2008,control,2025-01-02 09:27:00,5,typical,1,14,0
2009,control,2025-01-02 09:28:00,7,power_searchers,4,33,0
2010,control,2025-01-02 09:29:00,9,power_searchers,3,21,1
2011,treatment,2025-01-02 09:30:00,5,typical,4,17,0
2012,control,2025-01-02 09:31:00,2,light_searchers,3,12,0
2013,control,2025-01-02 09:32:00,3,light_searchers,2,11,0
2014,control,2025-01-02 09:33:00,3,light_searchers,2,20,0
2015,treatment,2025-01-02 09:34:00,3,light_searchers,2,22,0
2016,treatment,2025-01-02 09:35:00,7,power_searchers,2,20,0
2017,control,2025-01-02 09:36:00,6,typical,0,17,0
2018,control,2025-01-02 09:37:00,6,typical,3,20,1
2019,treatment,2025-01-02 09:38:00,6,typical,1,23,0
2020,control,2025-01-02 09:39:00,2,light_searchers,0,12,0
2021,control,2025-01-02 09:40:00,7,power_searchers,0,19,0
2022,control,2025-01-02 09:41:00,10,power_searchers,2,20,0
2023,control,2025-01-02 09:42:00,5,typical,1,19,0
2024,control,2025-01-02 09:43:00,4,typical,0,18,0
2025,control,2025-01-02 09:44:00,5,typical,2,14,0
2026,treatment,2025-01-02 09:45:00,2,light_searchers,5,26,0
2027,control,2025-01-02 09:46:00,10,power_searchers,2,22,0
2028,control,2025-01-02 09:47:00,6,typical,1,19,0
2029,treatment,2025-01-02 09:48:00,4,typical,5,23,0
2030,control,2025-01-02 09:49:00,5,typical,3,18,0
2031,control,2025-01-02 09:50:00,5,typical,1,20,0
2032,control,2025-01-02 09:51:00,5,typical,1,22,0
2033,control,2025-01-02 09:52:00,8,power_searchers,4,26,0
2034,treatment,2025-01-02 09:53:00,7,power_searchers,2,21,0
2035,control,2025-01-02 09:54:00,4,typical,1,17,1
2036,control,2025-01-02 09:55:00,8,power_searchers,4,27,0
2037,treatment,2025-01-02 09:56:00,5,typical,4,17,0
2038,treatment,2025-01-02 09:57:00,9,power_searchers,0,17,0
2039,control,2025-01-02 09:58:00,4,typical,3,18,0
2040,treatment,2025-01-02 09:59:00,4,typical,1,18,0
2041,treatment,2025-01-02 10:00:00,4,typical,2,20,0
2042,treatment,2025-01-02 10:01:00,5,typical,3,21,0
2043,treatment,2025-01-02 10:02:00,5,typical,1,20,0
2044,treatment,2025-01-02 10:03:00,3,light_searchers,1,22,0
2045,control,2025-01-02 10:04:00,7,power_searchers,2,21,0
2046,treatment,2025-01-02 10:05:00,7,power_searchers,6,20,0
2047,treatment,2025-01-02 10:06:00,4,typical,2,14,0
2048,treatment,2025-01-02 10:07:00,7,power_searchers,1,22,0
2049,control,2025-01-02 10:08:00,5,typical,2,26,1
2050,control,2025-01-02 10:09:00,6,typical,1,30,0
2051,treatment,2025-01-02 10:10:00,7,power_searchers,0,17,0
2052,control,2025-01-02 10:11:00,6,typical,0,8,1
2053,treatment,2025-01-02 10:12:00,8,power_searchers,1,21,0
2054,control,2025-01-02 10:13:00,6,typical,2,15,0
2055,control,2025-01-02 10:14:00,8,power_searchers,4,29,0
2056,treatment,2025-01-02 10:15:00,4,typical,2,23,0
2057,treatment,2025-01-02 10:16:00,7,power_searchers,5,26,0
2058,treatment,2025-01-02 10:17:00,7,power_searchers,4,17,0
2059,control,2025-01-02 10:18:00,5,typical,1,15,0
2060,control,2025-01-02 10:19:00,4,typical,3,29,0
2061,treatment,2025-01-02 10:20:00,7,power_searchers,4,27,0
2062,treatment,2025-01-02 10:21:00,6,typical,2,20,0
2063,control,2025-01-02 10:22:00,5,typical,0,20,0
2064,control,2025-01-02 10:23:00,6,typical,3,20,0
2065,control,2025-01-02 10:24:00,4,typical,3,22,0
2066,treatment,2025-01-02 10:25:00,2,light_searchers,0,19,0
2067,treatment,2025-01-02 10:26:00,2,light_searchers,1,20,0
2068,treatment,2025-01-02 10:27:00,6,typical,1,19,0
2069,control,2025-01-02 10:28:00,3,light_searchers,3,16,1
2070,control,2025-01-02 10:29:00,5,typical,1,14,0
2071,treatment,2025-01-02 10:30:00,3,light_searchers,3,19,0
2072,control,2025-01-02 10:31:00,6,typical,3,15,0
2073,control,2025-01-02 10:32:00,4,typical,2,20,0
2074,treatment,2025-01-02 10:33:00,5,typical,0,13,0
2075,control,2025-01-02 10:34:00,5,typical,0,21,0
2076,treatment,2025-01-02 10:35:00,10,power_searchers,6,24,1
2077,control,2025-01-02 10:36:00,8,power_searchers,2,28,0
2078,control,2025-01-02 10:37:00,6,typical,4,17,0
2079,treatment,2025-01-02 10:38:00,5,typical,1,23,0
2080,treatment,2025-01-02 10:39:00,6,typical,2,18,0
2081,control,2025-01-02 10:40:00,2,light_searchers,2,18,1
2082,treatment,2025-01-02 10:41:00,8,power_searchers,1,22,1
2083,control,2025-01-02 10:42:00,7,power_searchers,2,27,0
2084,control,2025-01-02 10:43:00,8,power_searchers,3,21,0
2085,control,2025-01-02 10:44:00,7,power_searchers,5,30,0
2086,control,2025-01-02 10:45:00,8,power_searchers,1,22,0
2087,treatment,2025-01-02 10:46:00,4,typical,3,18,0
2088,treatment,2025-01-02 10:47:00,6,typical,0,11,0
2089,treatment,2025-01-02 10:48:00,8,power_searchers,2,24,0
2090,treatment,2025-01-02 10:49:00,10,power_searchers,3,18,1
2091,treatment,2025-01-02 10:50:00,8,power_searchers,4,32,0
2092,control,2025-01-02 10:51:00,4,typical,2,14,0
2093,treatment,2025-01-02 10:52:00,4,typical,3,14,0
2094,treatment,2025-01-02 10:53:00,5,typical,1,12,0
2095,treatment,2025-01-02 10:54:00,3,light_searchers,1,20,0
2096,control,2025-01-02 10:55:00,11,power_searchers,1,22,1
2097,treatment,2025-01-02 10:56:00,4,typical,2,18,0
2098,control,2025-01-02 10:57:00,8,power_searchers,4,29,0
2099,treatment,2025-01-02 10:58:00,3,light_searchers,1,16,0
2100,treatment,2025-01-02 10:59:00,10,power_searchers,2,24,1
2101,control,2025-01-02 11:00:00,8,power_searchers,1,16,0
2102,treatment,2025-01-02 11:01:00,3,light_searchers,1,16,0
2103,control,2025-01-02 11:02:00,5,typical,0,12,0
2104,control,2025-01-02 11:03:00,7,power_searchers,4,23,0
2105,control,2025-01-02 11:04:00,4,typical,1,18,0
2106,treatment,2025-01-02 11:05:00,6,typical,3,20,0
2107,control,2025-01-02 11:06:00,1,light_searchers,2,13,0
2108,control,2025-01-02 11:07:00,5,typical,3,17,0
2109,control,2025-01-02 11:08:00,5,typical,3,19,0
2110,treatment,2025-01-02 11:09:00,6,typical,1,18,0
2111,treatment,2025-01-02 11:10:00,5,typical,1,19,0
2112,control,2025-01-02 11:11:00,8,power_searchers,2,28,0
2113,treatment,2025-01-02 11:12:00,4,typical,3,14,0
2114,control,2025-01-02 11:13:00,6,typical,2,20,0
2115,control,2025-01-02 11:14:00,5,typical,1,15,0
2116,treatment,2025-01-02 11:15:00,6,typical,1,19,0
2117,control,2025-01-02 11:16:00,7,power_searchers,0,29,0
2118,treatment,2025-01-02 11:17:00,4,typical,1,17,1
2119,control,2025-01-02 11:18:00,9,power_searchers,1,19,0
2120,treatment,2025-01-02 11:19:00,6,typical,2,16,0
2121,control,2025-01-02 11:20:00,7,power_searchers,1,27,0
2122,treatment,2025-01-02 11:21:00,7,power_searchers,3,26,1
2123,treatment,2025-01-02 11:22:00,9,power_searchers,4,23,0
2124,treatment,2025-01-02 11:23:00,9,power_searchers,1,16,0
2125,treatment,2025-01-02 11:24:00,5,typical,0,21,1
2126,control,2025-01-02 11:25:00,5,typical,0,21,0
2127,control,2025-01-02 11:26:00,6,typical,3,22,0
2128,treatment,2025-01-02 11:27:00,3,light_searchers,2,24,0
2129,treatment,2025-01-02 11:28:00,7,power_searchers,0,25,0
